Date ;Reg time ;Region id ;Region ;Municipal ;Nick ;Competence ;EAWS problem ;Cause/ weaklayer ;Type ;Catch 1 ;Catch 2 ;Catch 3 ;Catch 4 ;Size ;Trigger
2018-03-17 ;2018-03-17 15:19 ;3003 ;Nordenskiöld Land ;SVALBARD ;Martini@unis ;**** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ;The overlying slab is soft. ; ;2 - Small ;Low additional load
2018-03-17 ;2018-03-17 14:45 ;3010 ;Lyngen ;LYNGEN ;LyngenDavid@ObsKorps ;**** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2018-03-17 ;2018-03-17 14:45 ;3010 ;Lyngen ;LYNGEN ;LyngenDavid@ObsKorps ;**** ;Persistent weak layers ;Buried weak layer of faceted snow beneath a crust ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ; ; ;2 - Small ;High additional load
2018-03-17 ;2018-03-17 16:00 ;3013 ;Indre Troms ;BALSFJORD ;Guidefruen ;Unknown ;Persistent weak layers ;Buried weak layer of faceted snow beneath a crust ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2018-03-17 ;2018-03-17 18:56 ;3029 ;Indre Sogn ;AURLAND ;Siggen@obskorps ;**** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ; ; ; ; ;2 - Small ;High additional load
2018-03-17 ;2018-03-17 21:21 ;3028 ;Jotunheimen ;VÅGÅ ;Walter ;Unknown ; ; ; ; ; ; ; ; ;
2018-03-18 ;2018-03-18 22:35 ;3012 ;Sør-Troms ;KVÆFJORD ;fred@obskorps ;*** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;3 - Medium ;Low additional load
2018-03-18 ;2018-03-18 13:49 ;3014 ;Lofoten og Vesterålen ;VÅGAN ;JonasD@ObsKorps ;***** ;Persistent weak layers ;Buried weak layer of faceted snow beneath a crust ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ; ;The collapsing weak layer is thin < 3 cm. ;3 - Medium ;Low additional load
2018-03-18 ;2018-03-18 13:49 ;3014 ;Lofoten og Vesterålen ;VÅGAN ;JonasD@ObsKorps ;***** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2018-03-18 ;2018-03-18 12:31 ;3014 ;Lofoten og Vesterålen ;SORTLAND ;Kristoffer@ObsKorps ;*** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ;The overlying slab is soft. ; ;2 - Small ;Low additional load
2018-03-18 ;2018-03-18 12:31 ;3014 ;Lofoten og Vesterålen ;SORTLAND ;Kristoffer@ObsKorps ;*** ;Persistent weak layers ;Buried weak layer of faceted snow beneath a crust ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ; ; ;3 - Medium ;Low additional load
2018-03-18 ;2018-03-18 16:55 ;3034 ;Hardanger ;ODDA ;Jon Oscar  ;Unknown ; ; ;Dry slab avalanche ; ; ; ; ; ;
2018-03-18 ;2018-03-18 12:49 ;3013 ;Indre Troms ;BALSFJORD ;Aadne@ObsKorps ;**** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;3 - Medium ;Spontaneous release
2018-03-18 ;2018-03-18 12:49 ;3013 ;Indre Troms ;BALSFJORD ;Aadne@ObsKorps ;**** ;Persistent weak layers ;Buried weak layer of faceted snow beneath a crust ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ;The collapsing weak layer is thin < 3 cm. ;3 - Medium ;Low additional load
2018-03-18 ;2018-03-18 14:10 ;3007 ;Vest-Finnmark ;ALTA ;Johannes@obskorps ;*** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2018-03-18 ;2018-03-18 14:17 ;3010 ;Lyngen ;TROMSØ ;Hallvard@SVV ;**** ;Persistent weak layers ;Buried weak layer of faceted snow above a crust ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2018-03-18 ;2018-03-18 18:22 ;3015 ;Ofoten ;NARVIK ;Kaj@obskorps ;**** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;3 - Medium ;Spontaneous release
2018-03-18 ;2018-03-18 15:45 ;3027 ;Indre Fjordane ;JØLSTER ;brit-siv@obskorps ;*** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2018-03-18 ;2018-03-18 16:03 ;3023 ;Romsdal ;RAUMA ;Urpu@Romsdal ;**** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ; ; ;2 - Small ;Low additional load
2018-03-18 ;2018-03-18 16:28 ;3013 ;Indre Troms ;BARDU ;mortenh@obskorps ;***** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ; ;2 - Small ;Spontaneous release
2018-03-18 ;2018-03-18 20:26 ;3010 ;Lyngen ;LYNGEN ;FrodeHansen@ObsKorps ;**** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2018-03-18 ;2018-03-18 21:46 ;3034 ;Hardanger ;KVINNHERAD ;steinar@tindeguide.no ;***** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ; ; ;2 - Small ;Low additional load
2018-03-19 ;2018-03-19 11:31 ;3023 ;Romsdal ;FRÆNA ;halgeir@svv ;**** ;Persistent weak layers ;Buried weak layer of faceted snow beneath a crust ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;Low additional load
2018-03-19 ;2018-03-19 13:57 ;3011 ;Tromsø ;TROMSØ ;torben@obskorps ;*** ;Persistent weak layers ;Buried weak layer of surface hoar ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2018-03-19 ;2018-03-19 13:57 ;3011 ;Tromsø ;TROMSØ ;torben@obskorps ;*** ;Persistent weak layers ;Buried weak layer of faceted snow above a crust ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2018-03-19 ;2018-03-19 13:59 ;3003 ;Nordenskiöld Land ;SVALBARD ;Odd-Arne@NVE ;***** ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;High additional load
2018-03-19 ;2018-03-19 12:11 ;3022 ;Trollheimen ;Oppdal ;torolav@obskorps ;***** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Spontaneous release
2018-03-19 ;2018-03-19 12:11 ;3022 ;Trollheimen ;Oppdal ;torolav@obskorps ;***** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ; ;3 - Medium ;Low additional load
2018-03-19 ;2018-03-19 18:25 ;3028 ;Jotunheimen ;VÅGÅ ;Vegardf@forsvaret ;***** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ; ;3 - Medium ;Low additional load
2018-03-19 ;2018-03-19 14:34 ;3010 ;Lyngen ;LYNGEN ;Patrik@ObsKorps ;**** ; ; ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2018-03-19 ;2018-03-19 15:05 ;3031 ;Voss ;VOSS ;steinar@tindeguide.no ;***** ;New snow ;Poor bonding between crust and overlying snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;Low additional load
2018-03-19 ;2018-03-19 17:41 ;3015 ;Ofoten ;NARVIK ;Kaj@obskorps ;**** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2018-03-19 ;2018-03-19 17:41 ;3015 ;Ofoten ;NARVIK ;Kaj@obskorps ;**** ;Persistent weak layers ;Buried weak layer of faceted snow above a crust ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;3 - Medium ;Low additional load
2018-03-19 ;2018-03-19 16:06 ;3029 ;Indre Sogn ;SOGNDAL ;Sander@ObsKorps ;*** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2018-03-19 ;2018-03-19 16:06 ;3029 ;Indre Sogn ;SOGNDAL ;Sander@ObsKorps ;*** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ; ; ; ; ;2 - Small ;High additional load
2018-03-19 ;2018-03-19 16:49 ;3010 ;Lyngen ;TROMSØ ;Julia@rkh ;*** ;Persistent weak layers ;Buried weak layer of faceted snow above a crust ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;3 - Medium ;
2018-03-19 ;2018-03-19 18:13 ;3016 ;Salten ;FAUSKE ;SindreH@ObsKorps ;*** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;Low additional load
2018-03-19 ;2018-03-19 18:13 ;3016 ;Salten ;FAUSKE ;SindreH@ObsKorps ;*** ;Persistent weak layers ;Buried weak layer of faceted snow beneath a crust ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ; ; ;3 - Medium ;High additional load
2018-03-19 ;2018-03-20 19:46 ;3017 ;Svartisen ;RANA ;Abelsen ;Unknown ;Persistent weak layers ;Buried weak layer of faceted snow beneath a crust ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ; ;3 - Medium ;Low additional load
2018-03-19 ;2018-03-19 21:16 ;3011 ;Tromsø ;TROMSØ ;sindrejh ;Unknown ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;Low additional load
2018-03-19 ;2018-03-19 21:16 ;3011 ;Tromsø ;TROMSØ ;sindrejh ;Unknown ;Persistent weak layers ;Buried weak layer of surface hoar ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;3 - Medium ;Low additional load
2018-03-20 ;2018-03-20 14:18 ;3007 ;Vest-Finnmark ;HAMMERFEST ;jonas@obskorps.hammerfest ;*** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2018-03-20 ;2018-03-20 12:06 ;3027 ;Indre Fjordane ;STRYN ;Vidar@obskorps ;**** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;3 - Medium ;Low additional load
2018-03-20 ;2018-03-20 12:06 ;3027 ;Indre Fjordane ;STRYN ;Vidar@obskorps ;**** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ; ;3 - Medium ;Low additional load
2018-03-20 ;2018-03-20 11:43 ;3016 ;Salten ;FAUSKE ;kjus@nortind ;*** ;Persistent weak layers ;Buried weak layer of faceted snow beneath a crust ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ; ; ;3 - Medium ;Low additional load
2018-03-20 ;2018-03-20 11:43 ;3016 ;Salten ;FAUSKE ;kjus@nortind ;*** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2018-03-20 ;2018-03-20 12:07 ;3027 ;Indre Fjordane ;JØLSTER ;brit-siv@obskorps ;*** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ; ; ;Low additional load
2018-03-20 ;2018-03-20 12:07 ;3027 ;Indre Fjordane ;JØLSTER ;brit-siv@obskorps ;*** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2018-03-20 ;2018-03-20 11:00 ;3009 ;Nord-Troms ;KÅFJORD ;jan arild@NVE ;***** ;Persistent weak layers ;Buried weak layer of faceted snow beneath a crust ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ; ; ;2 - Small ;Low additional load
2018-03-20 ;2018-03-20 11:33 ;3027 ;Indre Fjordane ;GLOPPEN ;LarsO@obskorps ;**** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ; ;3 - Medium ;Spontaneous release
2018-03-20 ;2018-03-20 13:16 ;3011 ;Tromsø ;TROMSØ ;Carlo ;Unknown ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ; ; ;
2018-03-20 ;2018-03-20 11:33 ;3014 ;Lofoten og Vesterålen ;SORTLAND ;Steinar@ObsKorps ;***** ;Persistent weak layers ;Buried weak layer of faceted snow beneath a crust ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ; ; ;2 - Small ;Low additional load
2018-03-20 ;2018-03-20 11:33 ;3014 ;Lofoten og Vesterålen ;SORTLAND ;Steinar@ObsKorps ;***** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ; ;3 - Medium ;Low additional load
2018-03-20 ;2018-03-20 15:55 ;3003 ;Nordenskiöld Land ;SVALBARD ;AsbjornR@ANG ;Unknown ;Persistent weak layers ;Buried weak layer of faceted snow above a crust ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ; ; ;Unknown ;
2018-03-20 ;2018-03-20 15:02 ;3028 ;Jotunheimen ;LOM ;Henning Kaspersen@Forsvaret ;***** ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ; ;2 - Small ;High additional load
2018-03-20 ;2018-03-20 19:54 ;3003 ;Nordenskiöld Land ;SVALBARD ;Jens Abild ;**** ;Wind-drifted snow ;Poor bonding between crust and overlying snow ;Dry slab avalanche ; ; ; ; ;2 - Small ;Low additional load
2018-03-20 ;2018-03-20 19:54 ;3003 ;Nordenskiöld Land ;SVALBARD ;Jens Abild ;**** ;Persistent weak layers ;Buried weak layer of faceted snow beneath a crust ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;High additional load
2018-03-20 ;2018-03-21 11:38 ;3014 ;Lofoten og Vesterålen ;HADSEL ;kyrrebuxrud ;Unknown ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ; ;3 - Medium ;Low additional load
2018-03-20 ;2018-03-20 17:45 ;3003 ;Nordenskiöld Land ;SVALBARD ;Odd-Arne@NVE ;***** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;High additional load
2018-03-20 ;2018-03-20 17:45 ;3003 ;Nordenskiöld Land ;SVALBARD ;Odd-Arne@NVE ;***** ;Persistent weak layers ;Buried weak layer of faceted snow above a crust ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ; ; ;2 - Small ;High additional load
2018-03-20 ;2018-03-20 19:19 ;3028 ;Jotunheimen ;VANG ;Even@BerntsenFjell ;*** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;High additional load
2018-03-20 ;2018-03-20 19:19 ;3028 ;Jotunheimen ;VANG ;Even@BerntsenFjell ;*** ;Persistent weak layers ;Buried weak layer of faceted snow near the ground ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ; ; ;3 - Medium ;High additional load
2018-03-20 ;2018-03-20 15:03 ;3011 ;Tromsø ;TROMSØ ;torben@obskorps ;*** ;Persistent weak layers ;Buried weak layer of faceted snow above a crust ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2018-03-20 ;2018-03-20 15:03 ;3011 ;Tromsø ;TROMSØ ;torben@obskorps ;*** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2018-03-20 ;2018-03-20 13:28 ;3012 ;Sør-Troms ;SØRREISA ;Sondre@SkredAS ;Unknown ;Persistent weak layers ;Buried weak layer of faceted snow above a crust ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2018-03-20 ;2018-03-20 13:32 ;3010 ;Lyngen ;LYNGEN ;Patrik@ObsKorps ;**** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2018-03-20 ;2018-03-20 17:32 ;3003 ;Nordenskiöld Land ;SVALBARD ;hrb@nve.no ;***** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;High additional load
2018-03-20 ;2018-03-20 18:17 ;3015 ;Ofoten ;NARVIK ;Marius@obskorps ;**** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;Low additional load
2018-03-20 ;2018-03-20 18:17 ;3015 ;Ofoten ;NARVIK ;Marius@obskorps ;**** ;Persistent weak layers ;Buried weak layer of faceted snow beneath a crust ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ; ; ;3 - Medium ;Low additional load
2018-03-20 ;2018-03-20 18:17 ;3015 ;Ofoten ;NARVIK ;Marius@obskorps ;**** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ; ;3 - Medium ;Low additional load
2018-03-20 ;2018-03-20 13:47 ;3024 ;Sunnmøre ;ØRSTA ;Stig Løland@obskorps ;**** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ; ;3 - Medium ;Low additional load
2018-03-20 ;2018-03-20 13:47 ;3024 ;Sunnmøre ;ØRSTA ;Stig Løland@obskorps ;**** ;Persistent weak layers ;Buried weak layer of faceted snow beneath a crust ;Dry slab avalanche ; ; ; ; ;3 - Medium ;High additional load
2018-03-20 ;2018-03-20 17:32 ;3003 ;Nordenskiöld Land ;SVALBARD ;rue@nve ;***** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;High additional load
2018-03-20 ;2018-03-20 17:32 ;3003 ;Nordenskiöld Land ;SVALBARD ;rue@nve ;***** ;Persistent weak layers ;Buried weak layer of faceted snow beneath a crust ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ; ; ;3 - Medium ;High additional load
2018-03-20 ;2018-03-20 18:55 ;3011 ;Tromsø ;TROMSØ ;linda_medskipaabeina ;Unknown ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2018-03-20 ;2018-03-21 10:03 ;3003 ;Nordenskiöld Land ;SVALBARD ;Jonas@ANG ;Unknown ;Persistent weak layers ;Buried weak layer of surface hoar ;Dry slab avalanche ; ; ; ;The collapsing weak layer is thin < 3 cm. ; ;
2018-03-20 ;2018-03-20 14:24 ;3031 ;Voss ;VOSS ;steinar@tindeguide.no ;***** ;Wind-drifted snow ;Buried weak layer of new snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;High additional load
2018-03-20 ;2018-03-20 14:24 ;3031 ;Voss ;VOSS ;steinar@tindeguide.no ;***** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ; ; ;2 - Small ;Low additional load
2018-03-20 ;2018-03-20 14:32 ;3012 ;Sør-Troms ;SØRREISA ;Sondre@SkredAS ;Unknown ;Persistent weak layers ;Buried weak layer of faceted snow above a crust ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2018-03-20 ;2018-03-20 15:16 ;3035 ;Vest-Telemark ;VINJE ;svein loftsgarden ;**** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ; ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2018-03-20 ;2018-03-21 08:05 ;3035 ;Vest-Telemark ;TINN ;Heradstveit.Nrh ;Unknown ; ; ; ; ; ; ; ; ;Low additional load
2018-03-20 ;2018-03-21 10:17 ;3010 ;Lyngen ;TROMSØ ;MagneH ;Unknown ; ;Buried weak layer of new snow ; ; ; ;The overlying slab is soft. ; ; ;Low additional load
2018-03-20 ;2018-03-20 17:47 ;3013 ;Indre Troms ;BARDU ;mortenh@obskorps ;***** ;Persistent weak layers ;Buried weak layer of faceted snow above a crust ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ; ;3 - Medium ;Low additional load
2018-03-20 ;2018-03-20 19:52 ;3017 ;Svartisen ;RANA ;Abelsen ;Unknown ;Wind-drifted snow ;Poor bonding between crust and overlying snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ; ; ; ;Low additional load
2018-03-20 ;2018-03-20 18:57 ;3013 ;Indre Troms ;BARDU ;mortenh@obskorps ;***** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;Low additional load
2018-03-21 ;2018-03-21 12:15 ;3029 ;Indre Sogn ;LUSTER ;Sander@ObsKorps ;*** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
2018-03-21 ;2018-03-21 10:58 ;3024 ;Sunnmøre ;ØRSTA ;Christer@obskorps ;***** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;3 - Medium ;Low additional load
2018-03-21 ;2018-03-21 10:58 ;3024 ;Sunnmøre ;ØRSTA ;Christer@obskorps ;***** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;3 - Medium ;Low additional load
2018-03-21 ;2018-03-21 11:26 ;3031 ;Voss ;VIK ;Jens@SVV ;***** ;Wind-drifted snow ;Poor bonding between layers in wind deposited snow ;Dry slab avalanche ; ; ;The overlying slab is soft. ; ;2 - Small ;Spontaneous release
2018-03-21 ;2018-03-21 13:03 ;3034 ;Hardanger ;ULVIK ;steinar@tindeguide.no ;***** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ; ;2 - Small ;Low additional load
2018-03-21 ;2018-03-21 13:03 ;3034 ;Hardanger ;ULVIK ;steinar@tindeguide.no ;***** ;Persistent weak layers ;Buried weak layer of faceted snow above a crust ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ; ;The collapsing weak layer is thin < 3 cm. ;3 - Medium ;High additional load
2018-03-21 ;2018-03-21 11:33 ;3035 ;Vest-Telemark ;BYKLE ;Elisabet@obskorps ;*** ;Persistent weak layers ;Buried weak layer of faceted snow above a crust ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ; ; ; ;3 - Medium ;High additional load
2018-03-21 ;2018-03-21 12:07 ;3023 ;Romsdal ;RAUMA ;Halvor@NVE ;***** ;Persistent weak layers ;Buried weak layer of faceted snow near surface ;Dry slab avalanche ;A big and identifiable crystal in the weak layer. ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;3 - Medium ;Low additional load
2018-03-21 ;2018-03-21 12:07 ;3023 ;Romsdal ;RAUMA ;Halvor@NVE ;***** ;New snow ;Buried weak layer of new snow ;Dry slab avalanche ; ;The weak layer collapses easily and clean (easy propagation). ;The overlying slab is soft. ;The collapsing weak layer is thin < 3 cm. ;2 - Small ;Low additional load
