Date ;Region id ;Region ;Nick ;DL ;Danger level ;Main message
2018-04-27 ;3010 ;Lyngen ;martin@svv ;2 ;2 Moderate  ;Locally unstable avalanche conditions in the alpine. Be careful of recently loaded storm slabs. A persistent weak layer of facets may be triggered where the snow cover is thin, especially at higher altitudes.
2018-04-27 ;3011 ;Tromsø ;martin@svv ;2 ;2 Moderate  ;Be careful of recently loaded storm slabs. A persistent weak layer of facets may be triggered where the snow cover is thin, especially at higher altitudes.
2018-04-27 ;3012 ;Sør-Troms ;martin@svv ;2 ;2 Moderate  ;Be careful of recently loaded storm slabs in higher altitudes. A persistent weak layer of facets may be triggered where the snow cover is thin, especially at higher altitudes.
2018-04-27 ;3013 ;Indre Troms ;martin@svv ;2 ;2 Moderate  ;There is a persistent weak layer buried in the snow pack. Be especially careful where the snow surface is soft and moist.
2018-04-27 ;3014 ;Lofoten og Vesterålen ;hrb@nve.no ;2 ;2 Moderate  ;Wet snow and precipitation av rain give increased danger of wet avalanches at lower altitudes. Risk of wind-deposited snow in the alpine.
2018-04-27 ;3015 ;Ofoten ;hrb@nve.no ;2 ;2 Moderate  ;Conservative terrain choice is essential on freshly loaded storm slabs in the alpine. Wet avalanches can occur due to water in the snow caused by rain and high temperatures.
2018-04-27 ;3016 ;Salten ;hrb@nve.no ;2 ;2 Moderate  ;Wet avalanches can occur due to water in the snow caused by rain and high temperatures. Conservative terrain choice is essential on freshly loaded storm slabs in the alpine.
2018-04-27 ;3017 ;Svartisen ;hrb@nve.no ;2 ;2 Moderate  ;Conservative terrain choice is essential on freshly loaded storm slabs in the alpine. Wet avalanches can occur due to water in the snow caused by rain and high temperatures.
2018-04-27 ;3022 ;Trollheimen ;knutinge@svv ;1 ;1 Low  ;Generally stable conditions. Be careful in sun exposed steep slopes and in areas with storm slabs at higher elevations.
2018-04-27 ;3023 ;Romsdal ;knutinge@svv ;1 ;1 Low  ;Generally stable conditions. Be careful in sun exposed steep slopes and in areas with storm slabs at higher elevations.
2018-04-27 ;3024 ;Sunnmøre ;knutinge@svv ;2 ;2 Moderate  ;Wet avalanches can release in steep terrain in lower areas and in sun exposed slopes if the sun comes out. Wind slabs are a problem at high elevations. Avoid areas beneath visible gliding cracks, glide avalanches can occur.
2018-04-27 ;3027 ;Indre Fjordane ;knutinge@svv ;2 ;2 Moderate  ;Wet avalanches can release in steep terrain in lower areas and in sun exposed slopes if the sun comes out. Wind slabs are a problem at high elevations. Avoid areas beneath visible gliding cracks, glide avalanches can occur.
2018-04-27 ;3028 ;Jotunheimen ;ragnhildn@met ;2 ;2 Moderate  ;Locally unstable avalanche conditions in the alpine. Be careful of recently loaded storm slabs. A persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2018-04-27 ;3029 ;Indre Sogn ;ragnhildn@met ;2 ;2 Moderate  ;Be careful in terrain with fresh storm slabs until the new snow is stabilized.
2018-04-27 ;3031 ;Voss ;knutinge@svv ;2 ;2 Moderate  ;Wet avalanches can release in steep terrain in lower areas and in sun exposed slopes if the sun comes out. Wind slabs are a problem at high elevations. Avoid areas beneath visible gliding cracks, glide avalanches can occur.
2018-04-27 ;3032 ;Hallingdal ;ragnhildn@met ;2 ;2 Moderate  ;Be careful in areas with fresh wind deposited snow. Wet avalanches can occur where the snow is wet. Be careful beneath and in the vicinity of cornices.
2018-04-27 ;3034 ;Hardanger ;knutinge@svv ;2 ;2 Moderate  ;Wet avalanches can release in steep terrain in lower areas and in sun exposed slopes if the sun comes out. Wind slabs are a problem at high elevations. Avoid areas beneath visible gliding cracks, glide avalanches can occur.
2018-04-27 ;3035 ;Vest-Telemark ;ragnhildn@met ;1 ;1 Low  ;Generally stable conditions. Temperature rise and solar radiation give increased danger of wet avalanches.
2018-04-28 ;3003 ;Nordenskiöld Land ;hrb@nve.no ;2 ;2 Moderate  ;Be careful in areas with windslabs. A persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2018-04-28 ;3007 ;Vest-Finnmark ;martin@svv ;2 ;2 Moderate  ;Locally unstable avalanche conditions in the alpine. Be careful of recently loaded storm slabs. A persistent weak layer of facets may be triggered where the snow cover is thin, especially at higher altitudes.
2018-04-28 ;3009 ;Nord-Troms ;martin@svv ;2 ;2 Moderate  ;Locally unstable avalanche conditions in the alpine. Be careful of recently loaded storm slabs. A persistent weak layer of facets may be triggered where the snow cover is thin, especially at higher altitudes.
2018-04-28 ;3010 ;Lyngen ;martin@svv ;2 ;2 Moderate  ;Be careful of recently loaded storm slabs in higher altitudes. A persistent weak layer of facets may be triggered where the snow cover is thin, especially in higher altitudes.
2018-04-28 ;3011 ;Tromsø ;martin@svv ;2 ;2 Moderate  ;Be careful of recently loaded storm slabs in higher altitudes. A persistent weak layer of facets may be triggered where the snow cover is thin, especially in higher altitudes.
2018-04-28 ;3012 ;Sør-Troms ;hrb@nve.no ;2 ;2 Moderate  ;Conservative terrain choice is essential on freshly loaded storm slabs in the alpine. Wet avalanches can occur due to water in the snow caused by rain and high temperatures.
2018-04-28 ;3013 ;Indre Troms ;martin@svv ;2 ;2 Moderate  ;There is a persistent weak layer buried in the snow pack. Be especially careful where the snow surface is soft and moist.
2018-04-28 ;3014 ;Lofoten og Vesterålen ;hrb@nve.no ;2 ;2 Moderate  ;Wet avalanches can occur due to water in the snow caused by rain and high temperatures. Conservative terrain choice is essential on freshly loaded storm slabs in the alpine.
2018-04-28 ;3015 ;Ofoten ;hrb@nve.no ;2 ;2 Moderate  ;Conservative terrain choice is essential on freshly loaded storm slabs in the alpine. Wet avalanches can occur due to water in the snow caused by rain and high temperatures.
2018-04-28 ;3016 ;Salten ;hrb@nve.no ;2 ;2 Moderate  ;Wet avalanches can occur due to water in the snow caused by rain and high temperatures. Conservative terrain choice is essential on freshly loaded storm slabs in the alpine.
2018-04-28 ;3017 ;Svartisen ;hrb@nve.no ;2 ;2 Moderate  ;Conservative terrain choice is essential on freshly loaded storm slabs in the alpine. Wet avalanches can occur due to water in the snow caused by rain and high temperatures.
2018-04-28 ;3022 ;Trollheimen ;knutinge@svv ;1 ;1 Low  ;Generally stable conditions. Be careful in sun exposed steep slopes and in areas with storm slabs at higher elevations.
2018-04-28 ;3023 ;Romsdal ;knutinge@svv ;1 ;1 Low  ;Generally stable conditions. Be careful in sun exposed steep slopes and in areas with storm slabs at higher elevations.
2018-04-28 ;3024 ;Sunnmøre ;knutinge@svv ;2 ;2 Moderate  ;Wet avalanches can release in steep terrain in lower areas and in sun exposed slopes if the sun comes out. Wind slabs are a problem at high elevations. Avoid areas beneath visible gliding cracks, glide avalanches can occur.
2018-04-28 ;3027 ;Indre Fjordane ;knutinge@svv ;2 ;2 Moderate  ;Wet avalanches can release in steep terrain in lower areas and in sun exposed slopes if the sun comes out. Wind slabs are a problem at high elevations. Avoid areas beneath visible gliding cracks, glide avalanches can occur.
2018-04-28 ;3028 ;Jotunheimen ;siri@met ;2 ;2 Moderate  ;Predominantly stable conditions, but be aware in steep lee areas in higher elevations, small dry wind slabs are possible to release. Be careful close to and in terrain traps. If/when the sun comes out, the danger will rise to 2-moderate also in areas where the snow becomes wet and soft.
2018-04-28 ;3029 ;Indre Sogn ;knutinge@svv ;2 ;2 Moderate  ;Wet avalanches can release in steep terrain in lower areas and in sun exposed slopes where the sun comes out. Wind slabs are a problem at high elevations. Avoid areas beneath visible gliding cracks, full depth glide avalanches can occur.
2018-04-28 ;3031 ;Voss ;knutinge@svv ;2 ;2 Moderate  ;Wet avalanches can release in steep terrain in lower areas and in sun exposed slopes if the sun comes out. Wind slabs are a problem at high elevations. Avoid areas beneath visible gliding cracks, glide avalanches can occur.
2018-04-28 ;3032 ;Hallingdal ;siri@met ;2 ;2 Moderate  ;Persistent weak layers are a problem at high elevations. Wet avalanches can release in steep terrain in lower areas because of sun and high temperatures. Avoid areas with visible gliding cracks, release areas and run out areas for wet snow avalanches.
2018-04-28 ;3034 ;Hardanger ;knutinge@svv ;2 ;2 Moderate  ;Wet avalanches can release in steep terrain in lower areas and in sun exposed slopes if the sun comes out. Wind slabs are a problem at high elevations. Avoid areas beneath visible gliding cracks, glide avalanches can occur.
2018-04-28 ;3035 ;Vest-Telemark ;siri@met ;1 ;1 Low  ;Generally stabile conditions. Be aware in sun-exposed aspects for natural triggered avalanches.
2018-04-29 ;3003 ;Nordenskiöld Land ;hrb@nve.no ;2 ;2 Moderate  ;Be careful in areas with windslabs. A persistent weak layer of facets may be triggered, especially where the snow cover is thin.
2018-04-29 ;3007 ;Vest-Finnmark ;martin@svv ;2 ;2 Moderate  ;Wet avalanches can release due to sun. Persistent weak layers buried in the snow will be easier to trigger and can cause medium large avalanches.
2018-04-29 ;3009 ;Nord-Troms ;martin@svv ;2 ;2 Moderate  ;Wet avalanches can release due to sun. Persistent weak layers buried in the snow will be easier to trigger and can cause medium large avalanches.
2018-04-29 ;3010 ;Lyngen ;martin@svv ;2 ;2 Moderate  ;Wet avalanches can release due to sun. Persistent weak layers buried in the snow will be easier to trigger and can cause medium large avalanches.
2018-04-29 ;3011 ;Tromsø ;martin@svv ;2 ;2 Moderate  ;Wet avalanches can release due to sun. Persistent weak layers buried in the snow will be easier to trigger and can cause medium large avalanches.
2018-04-29 ;3012 ;Sør-Troms ;hrb@nve.no ;2 ;2 Moderate  ;When the sun comes out, the danger will rise in areas where the new snow becomes wet and soft. Be aware in steep lee areas in higher elevations, small dry wind slabs are possible to release. Be careful close to and in terrain traps.
2018-04-29 ;3013 ;Indre Troms ;martin@svv ;2 ;2 Moderate  ;Wet avalanches can release due to sun. Persistent weak layers buried in the snow will be easier to trigger and can cause medium large avalanches.
2018-04-29 ;3014 ;Lofoten og Vesterålen ;hrb@nve.no ;2 ;2 Moderate  ;When the sun comes out, the danger will rise in areas where the new snow becomes wet and soft. Be aware in steep lee areas in higher elevations, small dry wind slabs are possible to release. Be careful close to and in terrain traps.
2018-04-29 ;3015 ;Ofoten ;hrb@nve.no ;2 ;2 Moderate  ;Conservative terrain choice is essential on freshly loaded storm slabs in the alpine. Wet avalanches can occur due to water in the snow caused by rain and high temperatures.
2018-04-29 ;3016 ;Salten ;hrb@nve.no ;2 ;2 Moderate  ;Be careful in sun exposed steep slopes and in areas with storm slabs at higher elevations. Wet avalanches can occur due to water in the snow caused by rain and high temperatures.
2018-04-29 ;3017 ;Svartisen ;hrb@nve.no ;2 ;2 Moderate  ;Be careful in sun exposed steep slopes and in areas with storm slabs at higher elevations. Wet avalanches can occur due to water in the snow caused by rain and high temperatures.
2018-04-29 ;3022 ;Trollheimen ;knutinge@svv ;1 ;1 Low  ;Generally stable conditions. Be careful in sun exposed steep slopes and in areas with storm slabs at higher elevations.
2018-04-29 ;3023 ;Romsdal ;knutinge@svv ;1 ;1 Low  ;Generally stable conditions. Be careful in sun exposed steep slopes and in areas with storm slabs at higher elevations.
2018-04-29 ;3024 ;Sunnmøre ;knutinge@svv ;2 ;2 Moderate  ;Wet avalanches can release in steep terrain in lower areas and in sun exposed slopes if the sun comes out. Wind slabs can be a problem at high elevations. Avoid areas beneath visible gliding cracks, glide avalanches can occur.
2018-04-29 ;3027 ;Indre Fjordane ;knutinge@svv ;2 ;2 Moderate  ;Be careful on sun-exposed slopes, especially in the afternoon. Conditions are most stable early in the day.
2018-04-29 ;3028 ;Jotunheimen ;siri@met ;2 ;2 Moderate  ;Predominantly stable conditions, but be aware in steep lee areas in higher elevations, small dry wind slabs are possible to release. Be careful close to and in terrain traps. If/when the sun comes out, the danger will rise to 2-moderate also in areas where the snow becomes wet and soft.
2018-04-29 ;3029 ;Indre Sogn ;knutinge@svv ;2 ;2 Moderate  ;The stability decreases when the snow gets wet. If we get a cold night the snow surface will freeze and stabilize. The danger level is 1 where the surface is hard, but will rise to 2-moderate as soon as the surface gets wet and soft.
2018-04-29 ;3031 ;Voss ;knutinge@svv ;2 ;2 Moderate  ;The avalanche danger varies during the day. The danger is at its highest in steep sun exposed slopes and in the afternoon when the air temperature is high.
2018-04-29 ;3032 ;Hallingdal ;siri@met ;1 ;1 Low  ;Generally stabile conditions. Be aware in sun-exposed aspects for natural triggered avalanches.
2018-04-29 ;3034 ;Hardanger ;knutinge@svv ;2 ;2 Moderate  ;The stability decreases when the snow gets wet. If we get a cold night the snow surface will freeze and stabilize. The danger level is 1 where the surface is hard, but will rise to 2-moderate as soon as the surface gets wet and soft.
2018-04-29 ;3035 ;Vest-Telemark ;siri@met ;1 ;1 Low  ;Generally stabile conditions. Be aware in sun-exposed aspects for natural triggered avalanches.
2018-04-30 ;3003 ;Nordenskiöld Land ;hrb@nve.no ;2 ;2 Moderate  ;The danger for small loose avalanches increases in steep sun exposed slopes when the sun comes out. A persistent weak layer of facets may be triggered, especially where the snow cover is thin and with high additonal load, e.g. the load of a snow mobile or a group of skiers.
2018-04-30 ;3007 ;Vest-Finnmark ;martin@svv ;2 ;2 Moderate  ;Wet avalanches can release due to sun. Persistent weak layers buried in the snow will be easier to trigger and can cause medium large avalanches.
2018-04-30 ;3009 ;Nord-Troms ;martin@svv ;2 ;2 Moderate  ;Wet avalanches can release due to sun. Persistent weak layers buried in the snow can cause medium large avalanches, its most likely to trigger persistent weak layers where the snowcover is soft or thin.
2018-04-30 ;3010 ;Lyngen ;martin@svv ;2 ;2 Moderate  ;Wet avalanches can release due to sun. Persistent weak layers buried in the snow can cause medium large avalanches, its most likely to trigger persistent weak layers where the snowcover is soft or thin.
2018-04-30 ;3011 ;Tromsø ;martin@svv ;2 ;2 Moderate  ;Wet avalanches can release due to periodes with sun. Persistent weak layers buried in the snow can cause medium large avalanches, it is most likely to trigger persistent weak layers where the snowcover is soft or thin.
2018-04-30 ;3012 ;Sør-Troms ;hrb@nve.no ;2 ;2 Moderate  ;When the sun comes out, the danger will rise in areas where the new snow becomes wet and soft. Be aware in steep lee areas in higher elevations, small dry wind slabs are possible to release. Be careful close to and in terrain traps.
2018-04-30 ;3013 ;Indre Troms ;martin@svv ;2 ;2 Moderate  ;Persistent weak layers buried in the snow can cause medium large avalanches, its most likely to trigger persistent weak layers where the snowcover is soft or thin.
2018-04-30 ;3014 ;Lofoten og Vesterålen ;hrb@nve.no ;2 ;2 Moderate  ;When the sun comes out, the danger will rise in areas where the new snow becomes wet and soft. Be aware in steep lee areas in higher elevations, small dry wind slabs are possible to release. Be careful close to and in terrain traps.
2018-04-30 ;3015 ;Ofoten ;hrb@nve.no ;2 ;2 Moderate  ;When the sun comes out, the danger will rise in areas where the new snow becomes wet and soft. Be aware in steep lee areas in higher elevations, small dry wind slabs are possible to release. Be careful close to and in terrain traps.
2018-04-30 ;3016 ;Salten ;hrb@nve.no ;2 ;2 Moderate  ;When the sun comes out, the danger will rise in areas where the new snow becomes wet and soft. Be aware in steep lee areas in higher elevations, small dry wind slabs are possible to release. Be careful close to and in terrain traps.
2018-04-30 ;3017 ;Svartisen ;hrb@nve.no ;2 ;2 Moderate  ;When the sun comes out, the danger will rise in areas where the new snow becomes wet and soft. Be aware in steep lee areas in higher elevations, small dry wind slabs are possible to release. Be careful close to and in terrain traps.
2018-04-30 ;3022 ;Trollheimen ;knutinge@svv ;2 ;2 Moderate  ;The stability decreases when the snow gets wet. If we get a cold night the snow surface will freeze and stabilize. The danger level is 1 where the surface is hard, but will rise to 2-moderate as soon as the surface gets wet and soft.
2018-04-30 ;3023 ;Romsdal ;knutinge@svv ;2 ;2 Moderate  ;The stability decreases when the snow gets wet. If we get a cold night the snow surface will freeze and stabilize. The danger level is 1 where the surface is hard, but will rise to 2-moderate as soon as the surface gets wet and soft.
2018-04-30 ;3024 ;Sunnmøre ;knutinge@svv ;2 ;2 Moderate  ;When the sun comes out, the danger will rise in areas where the new snow becomes wet and soft. Be aware in steep lee areas in higher elevations, small dry wind slabs are possible to release. Be careful close to and in terrain traps.
2018-04-30 ;3027 ;Indre Fjordane ;knutinge@svv ;2 ;2 Moderate  ;The avalanche danger varies during the day. The danger is at its highest in steep sun exposed slopes and in the afternoon when the air temperature is high.
2018-04-30 ;3028 ;Jotunheimen ;Espen Granan ;2 ;2 Moderate  ;Predominantly stable conditions, but be aware in steep lee areas in higher elevations, small dry wind slabs are possible to release. Be careful close to and in terrain traps. If/when the sun comes out, the danger will rise to 2-moderate also in areas where the snow becomes wet and soft.
2018-04-30 ;3029 ;Indre Sogn ;Espen Granan ;2 ;2 Moderate  ;The stability decreases when the snow gets wet. If we get a cold night the snow surface will freeze and stabilize. The danger level is 1 where the surface is hard, but will rise to 2-moderate as soon as the surface gets wet and soft.
2018-04-30 ;3031 ;Voss ;knutinge@svv ;2 ;2 Moderate  ;The stability decreases when the snow gets wet. If we get a cold night the snow surface will freeze and stabilize. The danger level is 1 where the surface is hard, but will rise to 2-moderate as soon as the surface gets wet and soft.
2018-04-30 ;3032 ;Hallingdal ;Espen Granan ;2 ;2 Moderate  ;The danger rises during the day. Early in the day can wet avalanches release in steep terrain in lower areas and in sun exposed slopes where the sun comes out. Towards evening precipitation can give wind slabs at high elevations or wet avalanches where there is rain.
2018-04-30 ;3034 ;Hardanger ;knutinge@svv ;2 ;2 Moderate  ;The stability decreases when the snow gets wet. If we get a cold night the snow surface will freeze and stabilize. The danger level is 1 where the surface is hard, but will rise to 2-moderate as soon as the surface gets wet and soft.
2018-04-30 ;3035 ;Vest-Telemark ;Espen Granan ;2 ;2 Moderate  ;The danger rises during the day. From the afternoon precipitation and wind can give wind slabs at high elevations or wet avalanches where there is rain.
2018-05-01 ;3003 ;Nordenskiöld Land ;EspenN@NVE ;2 ;2 Moderate  ;Be careful in terrain where you find fresh wind deposited snow. Weak layers beneath the new snow can be triggered by a skier. Be also aware of collapsing and falling cornices. These can also trigger slab avalanches.
2018-05-01 ;3007 ;Vest-Finnmark ;EspenN@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Be aware of wet slabs in steep terrain. Use caution in areas with recently formed storm slabs. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow. Be aware of collapsing and falling cornices. These can also trigger slab avalanches.
2018-05-01 ;3009 ;Nord-Troms ;EspenN@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Be aware of wet slabs in steep terrain. Use caution in areas with recently formed storm slabs. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow. Be aware of collapsing and falling cornices. These can also trigger slab avalanches.
2018-05-01 ;3010 ;Lyngen ;EspenN@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Be aware of wet slabs in steep terrain. Use caution in areas with recently formed storm slabs. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow. Be aware of collapsing and falling cornices. These can also trigger slab avalanches.
2018-05-01 ;3011 ;Tromsø ;EspenN@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Be aware of wet slabs in steep terrain. Use caution in areas with recently formed storm slabs. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow. Be aware of collapsing and falling cornices. These can also trigger slab avalanches.
2018-05-01 ;3012 ;Sør-Troms ;Silje@svv ;2 ;2 Moderate  ;When the sun comes out, the danger will rise in areas where the new snow becomes wet and soft. Be aware in steep lee areas in higher elevations, small dry wind slabs are possible to release. Be careful close to and in terrain traps.
2018-05-01 ;3013 ;Indre Troms ;EspenN@NVE ;2 ;2 Moderate  ;Locally unstable conditions. Be aware of wet slabs. Use caution in areas with recently formed storm slabs. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow. Be aware of collapsing and falling cornices. These can also trigger slab avalanches.
2018-05-01 ;3014 ;Lofoten og Vesterålen ;Silje@svv ;2 ;2 Moderate  ;When the sun comes out, the danger will rise in areas where the new snow becomes wet and soft. Be aware in steep lee areas in higher elevations, small dry wind slabs are possible to release. Be careful close to and in terrain traps.
2018-05-01 ;3015 ;Ofoten ;Silje@svv ;2 ;2 Moderate  ;When the sun comes out, the danger will rise in areas where the new snow becomes wet and soft. Be aware in steep lee areas in higher elevations, small dry wind slabs are possible to release. Be careful close to and in terrain traps.
2018-05-01 ;3016 ;Salten ;Silje@svv ;2 ;2 Moderate  ;When the sun comes out, the danger will rise in areas where the new snow becomes wet and soft. Be aware in steep lee areas in higher elevations, small dry wind slabs are possible to release. Be careful close to and in terrain traps.
2018-05-01 ;3017 ;Svartisen ;Silje@svv ;2 ;2 Moderate  ;The stability decreases when the snow gets wet. If we get a cold night the snow surface will freeze and stabilize. In the mountains where the snow is dry there can be unstable windslabs.
2018-05-01 ;3022 ;Trollheimen ;Ronny@NVE ;2 ;2 Moderate  ;Predominantly stable conditions, but be aware in steep lee areas in higher elevations, small dry wind slabs are possible to release. Be careful close to and in terrain traps. If/when the sun comes out, the danger will rise to 2-moderate also in areas where the snow becomes wet and soft.
2018-05-01 ;3023 ;Romsdal ;Ronny@NVE ;2 ;2 Moderate  ;Predominantly stable conditions, but be aware in steep lee areas in higher elevations, small dry wind slabs are possible to release. Be careful close to and in terrain traps. If/when the sun comes out, the danger will rise to 2-moderate also in areas where the snow becomes wet and soft.
2018-05-01 ;3024 ;Sunnmøre ;Ronny@NVE ;2 ;2 Moderate  ;Predominantly stable conditions, but be aware in steep lee areas in higher elevations, small dry wind slabs are possible to release. Be careful close to and in terrain traps. If/when the sun comes out, the danger will rise to 2-moderate also in areas where the snow becomes wet and soft.
2018-05-01 ;3027 ;Indre Fjordane ;Ronny@NVE ;2 ;2 Moderate  ;Stabile conditions, but be careful in lee areas with wind deposited snow. Increased danger of small natural avalanches in sun-exposed mountainsides.
2018-05-01 ;3028 ;Jotunheimen ;Espen Granan ;2 ;2 Moderate  ;New snow with wind will create small unstable storm slabs in lee areas. Wet loose avalanches where precipitation come as rain.
2018-05-01 ;3029 ;Indre Sogn ;Espen Granan ;2 ;2 Moderate  ;Locally unstable conditions. Use caution in areas with recently formed storm slabs. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow.
2018-05-01 ;3031 ;Voss ;Ronny@NVE ;2 ;2 Moderate  ;Stabile conditions, but be careful in lee areas with wind deposited snow. Increased danger of small natural avalanches in sun-exposed mountainsides.
2018-05-01 ;3032 ;Hallingdal ;Espen Granan ;2 ;2 Moderate  ;New snow with wind will create small unstable storm slabs in lee areas. Wet loose avalanches where precipitation come as rain.
2018-05-01 ;3034 ;Hardanger ;Ronny@NVE ;2 ;2 Moderate  ;Stabile conditions, but be careful in lee areas with wind deposited snow. Increased danger of small natural avalanches in sun-exposed mountainsides.
2018-05-01 ;3035 ;Vest-Telemark ;Espen Granan ;2 ;2 Moderate  ;New snow with wind will create small unstable storm slabs in lee areas. Wet loose avalanches where precipitation come as rain.
2018-05-02 ;3003 ;Nordenskiöld Land ;EspenN@NVE ;2 ;2 Moderate  ;Be careful in terrain where you find fresh wind deposited snow. Weak layers beneath the new snow can be triggered by a skier. Be also aware of collapsing and falling cornices. These can also trigger slab avalanches.
2018-05-02 ;3007 ;Vest-Finnmark ;EspenN@NVE ;2 ;2 Moderate  ;Wet avalanches can release in steep terrain in lower areas and in sun exposed slopes where the sun comes out. Wind slabs are a problem at high elevations. Be also aware of collapsing and falling cornices. These can also trigger slab avalanches.
2018-05-02 ;3009 ;Nord-Troms ;EspenN@NVE ;2 ;2 Moderate  ;Wet avalanches can release in steep terrain in lower areas and in sun exposed slopes where the sun comes out. Wind slabs are a problem at high elevations. Be also aware of collapsing and falling cornices. These can also trigger slab avalanches.
2018-05-02 ;3010 ;Lyngen ;EspenN@NVE ;2 ;2 Moderate  ;Wet avalanches can release in steep terrain in lower areas and in sun exposed slopes where the sun comes out. Wind slabs are a problem at high elevations. Be also aware of collapsing and falling cornices. These can also trigger slab avalanches.
2018-05-02 ;3011 ;Tromsø ;EspenN@NVE ;2 ;2 Moderate  ;Wet avalanches can release in steep terrain in lower areas and in sun exposed slopes where the sun comes out. Wind slabs are a problem at high elevations. Be also aware of collapsing and falling cornices. These can also trigger slab avalanches.
2018-05-02 ;3012 ;Sør-Troms ;Silje@svv ;2 ;2 Moderate  ;When the sun comes out, the danger will rise in areas where the new snow becomes wet and soft. Be aware in steep lee areas in higher elevations, small dry wind slabs are possible to release. Be careful close to and in terrain traps.
2018-05-02 ;3013 ;Indre Troms ;EspenN@NVE ;2 ;2 Moderate  ;Wet avalanches can release in steep terrain in lower areas and in sun exposed slopes where the sun comes out. Wind slabs are a problem at high elevations. Be also aware of collapsing and falling cornices. These can also trigger slab avalanches.
2018-05-02 ;3014 ;Lofoten og Vesterålen ;Silje@svv ;2 ;2 Moderate  ;The avalanche danger varies during the day. The danger is at its highest in steep sun exposed slopes and in the afternoon when the air temperature is high.
2018-05-02 ;3015 ;Ofoten ;Silje@svv ;2 ;2 Moderate  ;When the sun comes out, the danger will rise in areas where the new snow becomes wet and soft. Be aware in steep lee areas in higher elevations, small dry wind slabs are possible to release. Be careful close to and in terrain traps.
2018-05-02 ;3016 ;Salten ;Silje@svv ;2 ;2 Moderate  ;When the sun comes out, the danger will rise in areas where the new snow becomes wet and soft. Be aware in steep lee areas in higher elevations, small dry wind slabs are possible to release. Be careful close to and in terrain traps.
2018-05-02 ;3017 ;Svartisen ;Silje@svv ;2 ;2 Moderate  ;The stability decreases when the snow gets wet. If we get a cold night the snow surface will freeze and stabilize. In the mountains where the snow is dry there can be unstable windslabs.
2018-05-02 ;3022 ;Trollheimen ;Ronny@NVE ;2 ;2 Moderate  ;Predominantly stable conditions, but be aware in steep lee areas in higher elevations, small dry wind slabs are possible to release. Be careful close to and in terrain traps. If/when the sun comes out, the danger will rise to 2-moderate also in areas where the snow becomes wet and soft.
2018-05-02 ;3023 ;Romsdal ;Ronny@NVE ;2 ;2 Moderate  ;Predominantly stable conditions, but be aware in steep lee areas in higher elevations, small dry wind slabs are possible to release. Be careful close to and in terrain traps. If/when the sun comes out, the danger will rise to 2-moderate also in areas where the snow becomes wet and soft.
2018-05-02 ;3024 ;Sunnmøre ;Ronny@NVE ;2 ;2 Moderate  ;Predominantly stable conditions, but be aware in steep lee areas in higher elevations, small dry wind slabs are possible to release. Be careful close to and in terrain traps. If/when the sun comes out, the danger will rise to 2-moderate also in areas where the snow becomes wet and soft.
2018-05-02 ;3027 ;Indre Fjordane ;Ronny@NVE ;2 ;2 Moderate  ;Stabile conditions, but be careful in lee areas with wind deposited snow. Increased danger of small natural avalanches in sun-exposed mountainsides.
2018-05-02 ;3028 ;Jotunheimen ;Espen Granan ;2 ;2 Moderate  ;Be careful in areas with fresh wind deposited snow. Sun and an increase of temperature can produce small wet avalanches.
2018-05-02 ;3029 ;Indre Sogn ;Espen Granan ;2 ;2 Moderate  ;Locally unstable conditions. Use caution in areas with recently formed storm slabs. Its time to switch to spring mode and remember to use slightly different approaches on wet and dry snow.
2018-05-02 ;3031 ;Voss ;Ronny@NVE ;2 ;2 Moderate  ;Stabile conditions, but be careful in lee areas with wind deposited snow. Increased danger of small natural avalanches in sun-exposed mountainsides.
2018-05-02 ;3032 ;Hallingdal ;Espen Granan ;2 ;2 Moderate  ;Be careful in areas with fresh wind deposited snow. Sun and an increase of temperature can produce small wet avalanches.
2018-05-02 ;3034 ;Hardanger ;Ronny@NVE ;2 ;2 Moderate  ;Stabile conditions, but be careful in lee areas with wind deposited snow. Increased danger of small natural avalanches in sun-exposed mountainsides.
2018-05-02 ;3035 ;Vest-Telemark ;Espen Granan ;2 ;2 Moderate  ;Be careful in areas with fresh wind deposited snow. Sun and an increase of temperature can produce small wet avalanches.
2018-05-03 ;3003 ;Nordenskiöld Land ;EspenN@NVE ;2 ;2 Moderate  ;Be careful in areas with fresh wind deposited snow. There may be pockets with a persistent weak layer beneath the wind depposited snow. Sunwarming can trigger small wet avalanches in steep terrain. Be also aware of collapsing and falling cornices. These can also trigger slab avalanches.
